npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_mi,nppes_credentials,nppes_provider_gender,nppes_entity_code,nppes_provider_street1,nppes_provider_street2,nppes_provider_city,nppes_provider_zip,nppes_provider_state,nppes_provider_country,provider_type,medicare_participation_indicator,place_of_service,hcpcs_code,hcpcs_description,hcpcs_drug_indicator,line_srvc_cnt,bene_unique_cnt,bene_day_srvc_cnt,average_medicare_allowed_amt,average_submitted_chrg_amt,average_medicare_payment_amt,average_medicare_standard_amt
1699061762,NASIR,ADEEL,,M.D.,M,I,1901 N DUPONT HWY,,NEW CASTLE,197201160,DE,US,Psychiatry,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,14,12,14,54.2,110,42.07,40.42
1558463299,DESANCTIS,ARMAND,N,MD,M,I,2101 FOULK RD,,WILMINGTON,19810,DE,US,Internal Medicine,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,200,200,200,117.48,200,115.13,114.74
1700017902,DOYLE,TIMOTHY,F,D.O.,M,I,833 S GOVERNORS AVE,,DOVER,199044158,DE,US,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,367,298,367,73.64,171.4659401,50.33040872,50.31422343
1831194224,BALAKHANI,MEHDI,,"M.D., D.D.S., PA",M,I,4745 OGLETOWN STANTON RD,"MAP #1, SUITE 226",NEWARK,197132067,DE,US,Plastic and Reconstructive Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,244,166,244,108.44,134,72.01963115,71.80668033
1235384561,QUERCETTI,NICHOLAS,F,D.O.,M,I,1941 LIMESTONE RD,STE 101,WILMINGTON,198085413,DE,US,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,172,119,172,73.64,367.7325581,54.2327907,55.42755814
1164733291,CASWELL-MONACK,BRIAN,,D.O.,M,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Family Practice,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,14,11,14,20.57,40,13.82571429,13.47428571
1811908924,TAYOUN,JAMES,J,DO,M,I,1500 SHALLCROSS AVE,STE 1A,WILMINGTON,198063037,DE,US,General Surgery,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,70,37,70,54.2,148.0508571,37.66428571,35.80142857
1568511939,TRAN,NHU,L,MD,F,I,38394 DUPONT BLVD,SUITE H,SELBYVILLE,19975,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,578,323,578,110.66,276,68.45979239,67.3933564
1982945275,DEMERCHANT,CHERIE,L,NP-C,F,I,1601 KIRKWOOD HWY,,WILMINGTON,198054917,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,376,205,376,44.94351064,110.106383,30.58162234,30.04058511
1134191422,LEWANDOWSKI,LAWRENCE,,MD,M,I,SUNSHINE HEALTH PROFESSIONALS,"4601 S. DUPONT HIGHWAY, SUITE 2",DOVER,199016405,DE,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,517,515,517,109.2364604,200,68.60338491,69.13263056
1841451580,BASS,MICHAEL,H,MD,M,I,2600 GLASGOW AVE STE 106,,NEWARK,197025703,DE,US,Internal Medicine,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,13,13,13,111.35,165,83.80076923,81.83076923
1740296466,LINGAM,SELVI,,MD,F,I,18947 JOHN J WILLIAMS HWY,,REHOBOTH BEACH,199714474,DE,US,Hematology-Oncology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,245,150,245,114.39,172.5,88.18910204,86.36657143
1194896928,STOLAR,IRENA,O,M.D.,F,I,320 CHRISTIANA MEDICAL CENTER,,NEWARK,197021653,DE,US,Cardiovascular Disease (Cardiology),Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,31,31,31,170.04,210,119.26,116.19
1750371159,HALEY,DAVID,H,D.P.M.,M,I,1601 MILLTOWN RD,SUITE 24,WILMINGTON,198084027,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,54,50,54,75.14,82.95185185,48.18740741,47.00185185
1851572622,SHAH,SHALINI,B,M.D.,F,I,1342 S GOVERNORS AVE,SUITE E,DOVER,199044804,DE,US,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,59,59,59,118.6983051,118.8040678,116.3220339,114.74
1851340392,SUPPIAH,KATHIRESAN,,MD,M,I,4701 OGLETOWN STANTON RD,SUITE 2400,NEWARK,197132055,DE,US,Hematology-Oncology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,146,104,146,149.08,450,108.0480822,109.3186986
1326110511,CAREY,STEPHEN,D,M.D.,M,I,543 N SHIPLEY ST,SUITE A,SEAFORD,199732339,DE,US,General Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,40,40,40,163.31,220,124.0665,126.2905
1427064260,ALI,HASAN,,MD,M,I,537 STANTON CHRISTIANA RD,SUITE 203 MID ATLANTIC GI CONSULTANTS,NEWARK,19713,DE,US,Gastroenterology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,105,87,105,75.14,114.4693333,48.25666667,48.47580952
1144283417,CUCUZZELLA,ANTHONY,R,MD,M,I,4735 OGLETOWN-STANTON RD,SUITE 3302,NEWARK,19713,DE,US,Physical Medicine and Rehabilitation,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,22,20,22,146.1,366,92.86181818,99.87045455
1285689786,HALDAR,MARIA,V,M.D.,F,I,124 BROADKILL RD,,MILTON,199681008,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,824,460,824,110.6137136,218.0194175,72.42307039,71.61980583
1639158280,AHMER,LAEEQ,,M.D,M,I,802 N DUPONT BLVD,,MILFORD,199631006,DE,US,Cardiovascular Disease (Cardiology),Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,21,18,21,114.39,226.3333333,87.61380952,85.78380952
1275525008,BURNQUIST,BONNIE,L,MD,F,I,118 ATLANTIC AVE,SUITE201,OCEAN VIEW,199709163,DE,US,Family Practice,Y,O,G0402,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",N,11,11,11,164.59,317.18,161.3,164.21
1790834422,FAROOQUI,GHAZALA,T,MD,F,I,4512 KIRKWOOD HWY,SUITE 300B,WILMINGTON,198085123,DE,US,Pulmonary Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,187,121,187,108.44,220,74.50914439,75.3257754
1235231945,TAM,HARRY,S,D.P.M.,M,I,22 OLD RUDNICK LN,,DOVER,199014912,DE,US,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,1185,444,1185,44.78,49.50013502,32.68745992,31.93807595
1144278722,COZZOLINO,DAVID,J,MD,M,I,2000 FOULK ROAD,SUITE F,WILMINGTON,19810,DE,US,Urology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,12,12,12,149.08,155,92.87333333,90.68166667
1841234630,FISH,IRWIN,,PA-C,M,I,7TH & CLAYTON STS,,WILMINGTON,19805,DE,US,Physician Assistant,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,81,50,81,36.4,134.4,25.36888889,25.94555556
1568476059,WANG,CHARLES,,MD,M,I,1700 WAWASET ST,STE 200,WILMINGTON,198062142,DE,US,Ophthalmology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,213,186,213,106.2170892,149.741784,78.56953052,80.08272301
1477582518,MICKLIN,ALAN,,M.D.,M,I,1 CENTURIAN DR,SUITE 200,NEWARK,197132137,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,339,264,339,149.08,309.7492625,108.3058112,106.1636578
1295885234,HANDLING,MATTHEW,A,M.D.,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Orthopedic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,164,150,164,110.65,173,81.92481707,80.49621951
1194014084,SHARMA,MADHURI,V,M.D.,F,I,310 MULLET RUN,,MILFORD,199635371,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,61,61,61,176.55,205,173.02,169.13
1407014095,POTTER,ALISON,L,DO,F,I,774 CHRISTIANA ROAD,SUITE 201,NEWARK,197134221,DE,US,Neurology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,295,233,295,80.75,157.7216271,51.97189831,52.6320678
1235106097,FEUERSTEIN,BRANDT,J,MD,M,I,200 BANNING ST,STE 300,DOVER,199043488,DE,US,General Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,74,74,74,111.53,248,81.0777027,79.05364865
1194783019,MYERS,IAN,,MD,M,I,2600 GLASGOW AVE,SUITE 126,NEWARK,197024773,DE,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,13,13,13,149.08,170,103.0646154,110.8684615
1235143561,SHARMAN,DARYL,,MD,M,I,20251 JOHN J WILLIAMS HIGHWAY,,LEWES,199584314,DE,US,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,22,20,22,44.78,65,28.71818182,28.01454546
1659336782,OCAMPO-LIM,BLANCA,N,M.D.,F,I,38 DEAK DR,,SMYRNA,199771268,DE,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,519,271,518,73.64,150,49.21131021,49.36460501
1306834585,GARCIA,LUIS,M,DPM FACFAS,M,I,1941 LIMESTONE RD,SUITE 208,WILMINGTON,198085400,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,228,164,228,73.64,90,53.65600877,53.5725
1316149198,CHAVEZ,NATALIE,A,M.D.,F,I,4735 OGLETOWN STANTON RD,SUITE 2300,NEWARK,197132072,DE,US,Obstetrics & Gynecology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,12,12,12,108.44,208.3333333,53.88166667,54.79333333
1659351310,VEMULAPALLI,RAMESH,,MD,M,I,200 BANNING ST,"SUITE 260, EDEN HILL MEDICAL CENTER",DOVER,199043485,DE,US,Infectious Disease,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,19,19,19,170.04,195,126.4605263,123.3905263
1144291212,SCHWARTZ,PHILIP,,M.D.,M,I,1902 N SCOTT ST,RHEUMATOLOGY CONSULTANTS,WILMINGTON,198062358,DE,US,Rheumatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,528,346,528,108.44,130,77.74058712,78.72179924
1912904038,WIEN,DAVID,P,M.D.,M,I,708 GREENBANK RD,,WILMINGTON,198083168,DE,US,Allergy/ Immunology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,227,104,227,106.27,126.1894273,72.5577533,80.17405286
1548203367,SAUNDERS,JONATHAN,N,M.D.,M,I,E-62 OMEGA DR.,OMEGA PROFESSIONAL CENTER,NEWARK,19713,DE,US,Plastic and Reconstructive Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,15,15,15,44.78,75,25.74,25.10933333
1245300441,CLAYTON,J. WELSEY,,MD,M,I,4735 OGLETOWN STANTON ROAD,MEDICAL ARTS PAVILION 2 SUITE 3301,NEWARK,197132067,DE,US,General Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,30,30,30,170,170,113.697,110.6583333
1851323745,SARTER,BRIAN,H,M.D.,M,I,1 CENTURIAN DR,SUITE 200,NEWARK,197132137,DE,US,Cardiovascular Disease (Cardiology),Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,37,36,37,44.78,93,30.50675676,29.73972973
1144226267,BOXHILL,CARLTON,,M.D.,M,I,1526 SAVANNAH RD,,LEWES,199581683,DE,US,Endocrinology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,21,21,21,111.53,219,73.90142857,71.99380952
1457583759,LATONA,LORI,M,CRNP,F,I,26744 JOHN J WILLIAMS HWY,SUITE 7,MILLSBORO,199664667,DE,US,Nurse Practitioner,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,14,14,14,17.52,44,11.77714286,11.46
1356376644,DUSHUTTLE,RICHARD,P,MD,M,I,240 BEISER BLVD,SUITE 101,DOVER,199047790,DE,US,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,14,14,14,109.3,225,82.63928571,82.28
1619922598,BILSKI,WILLIAM,F,D. O.,M,I,2 POLLY DRUMMOND HILL RD,,NEWARK,197115703,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,139,73,139,48.36071942,48.36071942,33.32496403,53.36971223
1619104874,PALAVECINO,SANDRA,M,M.D.,F,I,9111 ANTIQUE ALY,UNIT 1,BRIDGEVILLE,199334682,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,241,161,241,110.65,183,79.22672199,77.84232365
1619099934,BRACKIN,SANDRA,,FNP,F,I,4745 OGLETOWN STANTON RD,MAP SUITE 225,NEWARK,197132067,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,33,33,33,62.59,136,46.61030303,46.45545455
1184872145,BLUMBERG,GABRIELE,,MD,F,I,1815 W 13TH ST,SUITE 1,WILMINGTON,198064054,DE,US,Internal Medicine,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,212,212,212,109.3,210,65.57726415,66.6884434
1225073547,BANZON,VICTOR,,,M,I,400 SAVANNAH RD,SUITE B,LEWES,199581499,DE,US,Pulmonary Disease,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,169,169,169,169.616213,334.5739645,125.6256213,123.7246154
1821062936,HALPERN,I,J,O. D.,M,I,885 S GOVERNORS AVE,,DOVER,199044158,DE,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,65,58,65,43.88,77.69230769,33.93661539,33.77676923
1821386632,HOWARD,TAUREAN,D,M.D.,M,I,424 SAVANNAH RD,,LEWES,199581462,DE,US,Family Practice,Y,F,99219,Hospital observation care typically 50 minutes,N,15,15,15,139.58,269.6666667,87.00533333,110.4126667
1245428960,SANJEEV,RAGU,P,MD,M,I,200 HYGEIA DRIVE,SUITE 2100,NEWARK,197132049,DE,US,Internal Medicine,Y,F,99217,Hospital observation care discharge,N,14,14,14,74.97,156,57.3,56.06071429
1174894232,CARSON,JULIE,A,PA-C,F,I,24459 SUSSEX HWY,,SEAFORD,199734433,DE,US,Physician Assistant,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,95,95,95,92.9,172.97,60.40263158,60.15505263
1639217714,SIMPSON,PAMELA,S,M.D.,F,I,4701 OGLETOWN STANTON RD,SUITE 2400,NEWARK,197132055,DE,US,Hematology-Oncology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,20,20,20,20.57,65,15.3235,14.934
1275597114,STICKLER,MITCHELL,C,M.D.,M,I,750 KINGS HIGHWAY,STE 110,LEWES,19958,DE,US,Dermatology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,56,53,56,44.78,45.18,32.59285714,31.79428571
1225128614,MASTEN,ELIZABETH,F,M.D.,F,I,509 LAKEVIEW AVE,,MILFORD,199632917,DE,US,Dermatology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,515,424,515,72.17,80,49.45965049,50.72998058
1720173057,HENRY,MICHAEL,E,DPM,M,I,1010 NORTH BANCROFT PARKWAY,SUITE 12,WILMINGTON,198052668,DE,US,Podiatry,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,13,13,13,75.5,150,54.37615385,54.15461539
1881646164,CARUNCHIO,MICHAEL,,M.D.,M,I,774 CHRISTIANA RD,SUITE 201,NEWARK,197134236,DE,US,Neurology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,72,63,72,80.75,156.22,58.28666667,57.09555556
1245396787,FAISAL,MANTHODI,K,MD,M,I,4923 OGLETOWN STANTON RD,SUITE 200,NEWARK,197132081,DE,US,Nephrology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,20,20,20,111.53,130,75.991,74.093
1245236843,AMPADU,FRANKLIN,,M.D.,M,I,2055 LIMESTONE RD,STE 111,WILMINGTON,19808,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,265,169,265,106.27,132.9433962,78.83732076,80.96879245
1679552764,TAILOR,PRAYUS,T,M.D.,M,I,4923 OGLETOWN STANTON RD,SUITE 200,NEWARK,197132081,DE,US,Nephrology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,32,30,32,149.08,165,103.18,104.4228125
1982720538,MANFIELD,LAURA,,DO,F,I,4512 KIRKWOOD HWY,#301,WILMINGTON,198085123,DE,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,80,80,80,111.53,220,61.42675,59.76625
1811041080,HENDLEY,YOLANDA,Y,MD,F,I,701 N CLAYTON ST,MSB SUITE 601,WILMINGTON,198053165,DE,US,Cardiovascular Disease (Cardiology),Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,35,35,35,170.04,351,112.3751429,113.2051429
1275531873,VERUCCI,LESLIE,C,NP,F,I,2600 GLASGOW AVENUE,SUITE 100,NEWARK,197024773,DE,US,Nurse Practitioner,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,138,115,138,67.27,131,52.52514493,52.51514493
1396964128,BENSON,DANIELLA,D,"PA,C.",F,I,537 STANTON CHRISTIANA RD,SUITE 107,NEWARK,197132146,DE,US,Physician Assistant,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,36,36,36,94.8,138,60.69083333,59.18583333
1811011646,GUPTA,MAYA,,M.D.,F,I,537 STANTON CHRISTIANA RD,SUITE 201,NEWARK,197132146,DE,US,Infectious Disease,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,20,16,20,149.0775,160,116.194,113.5655
1467654442,GUSTAFSON,BLAKE,,MD,M,I,4755 OGLETOWN STANTON RD,DEPARTMENT OF EMERGENCY MEDICINE,NEWARK,197182200,DE,US,Family Practice,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,17,16,17,52.63,93.05882353,33.28117647,33.87411765
1184907743,CUBETA,TINA,M,"APN, BC",F,I,500 W 10TH ST,,WILMINGTON,198011422,DE,US,Nurse Practitioner,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,215,65,215,37.3,53,22.79786047,22.68716279
1245218148,LENHARD,M. JAMES,,MD,M,I,3506 KENNETT PIKE,,WILMINGTON,19807,DE,US,Endocrinology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,788,595,788,80.75,157.063236,56.17876904,56.14333756
1396764932,WOLF,RALPH,,D.O.,M,I,630 W DIVISION ST,SUITE F,DOVER,199042760,DE,US,Psychiatry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,267,94,267,106.28,123.8842697,72.49093633,76.11310861
1508804907,BATRA,VIKAS,,M.D.,M,I,34381 CARPENTER'S WAY,,LEWES,19958,DE,US,Pulmonary Disease,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,32,31,32,44.78,75,30.7125,29.96
1811024631,MOUTSATSOS,ALEXIA,,MD,F,I,B 89 OMEGA DRIVE,"BLDG. B, SUITE 89",NEWARK,197130000,DE,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,30,30,30,170.04,259,95.91,97.09766667
1639153778,ARIAN,HOWARD,Z,MD,M,I,1979 S STATE ST,,DOVER,199015811,DE,US,Pain Management,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,53,30,53,110.65,218,85.40584906,83.42584906
1891723540,WYNN,GAIL,M,MD,F,I,537 STANTON CHRISTIANA RD,SUITE 102,NEWARK,197132146,DE,US,General Surgery,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,29,29,29,208.96,425,154.8541379,154.4041379
1245280999,LECLAIRE,PAMELA,,MD,F,I,300 TUSKEGEE BLVD,436 MEDICAL GROUP,DOVER AFB,199025003,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,288,276,288,104.77,168.25,66.91260417,69.87548611
1124274105,MITCHELL,CHRISTOPHER,R,MD,M,I,2000 FOULK ROAD,SUITE F,WILMINGTON,19810,DE,US,Urology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,18,17,18,20.57,38,16.13,15.72
1871797936,SPENCER,LORI,A,MD PHD,F,I,537 STANTON CHRISTIANA RD,SUITE #207,NEWARK,19713,DE,US,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,81,81,81,111.53,138,71.09777778,69.2754321
1437324753,KATHIRAVAN,CHANDRAKALA,,M.D,F,I,261 CHAPMAN RD,STOCKTON BUILDING,NEWARK,197025423,DE,US,Psychiatry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,78,69,78,108.44,150,77.42128205,77.19294872
1245295260,DAMOUNI,FADI,E,MD,M,I,26744 JOHN J WILLIAMS HWY.,SUITE #7,MILLSBORO,19966,DE,US,Internal Medicine,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,16,15,16,20.57,41.16,16.13,15.72
1487651741,BADILLO,RENE,O,M.D.,M,I,121 BECKS WOODS DR,SUITE 100,BEAR,197013851,DE,US,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,28,25,28,146.1,300,94.34571429,98.10821429
1740347814,SZETO,IRENE,C,M.D.,F,I,121 BECKS WOODS DR,SUITE 100,BEAR,197013851,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,334,162,334,110.5379042,220.1796407,77.77401198,76.61766467
1568471670,LITTLE,THERESA,P,M.D.,F,I,1001 S BRADFORD ST,SUITE 4,DOVER,199044153,DE,US,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,34,34,34,119.88,150,117.48,114.74
1336293257,VEST,MICHAEL,T,DO,M,I,4745 OGLETOWN STANTON RD,"MAP 1, SUITE 220",NEWARK,197132067,DE,US,Pulmonary Disease,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,13,13,13,25.96,44.03461539,12.05384615,11.73230769
1679512685,DELLOSE,STEVEN,M,MD,M,I,1941 LIMESTONE ROAD,SUITE 101,WILMINGTON,19808,DE,US,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,610,480,610,73.64,369.0065574,51.90354098,53.20906557
1548252265,CARUSO,RICHARD,F,MD,M,I,1309 SAVANNAH RD,STE B,LEWES,199581514,DE,US,Gastroenterology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,183,183,183,109.3,145,81.27612022,80.92404372
1265563571,COPELAND,KEVIN,A,D.O.,M,I,4755 OGLETOWN-STANTON ROAD,,NEWARK,19718,DE,US,Cardiovascular Disease (Cardiology),Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,21,21,21,80.75,228,60.2952381,59.07619048
1790948743,CRIST,COLLEEN,M,NP,F,I,3506 KENNETT PIKE,,WILMINGTON,198073019,DE,US,Nurse Practitioner,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,164,160,164,68.64,156.9703049,45.50963415,45.38853659
1992971055,NEWELL,WILLIAM,M,M.D.,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Physical Medicine and Rehabilitation,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,175,175,175,170.04,265,125.5428571,123.9768
1750545661,ILUSTRE,JOANNE,M,DO,F,I,701 N CLAYTON ST,SUITE 601,WILMINGTON,198053165,DE,US,Cardiovascular Disease (Cardiology),Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,56,40,56,75.14,153.4285714,55.37446429,54.07803571
1235142142,RAO,DEVAGUPTAPU BHASKAR,,MD,M,I,1 CENTURIAN DR,SUITE 307,NEWARK,197132137,DE,US,Vascular Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,16,16,16,44.78,84,35.1,34.24
1639339484,DUFFALO,CHAD,,M.D.,M,I,537 STANTON CHRISTIANA RD,SUITE 201,NEWARK,197132146,DE,US,Infectious Disease,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,58,42,58,75.14,90,53.81741379,54.70827586
1700830148,GUEST,MARGARET,A,DO,F,I,501 WEST 14TH STREET,"CTR FOR REHABILITATION, 6TH FLOOR",WILMINGTON,198011013,DE,US,Physical Medicine and Rehabilitation,Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,21,21,21,134.23,279.3719048,86.83095238,89.66809524
1669420659,PITTMAN,STEPHEN,R,DPM,M,I,410 CHRISTIANA MEDICAL CENTER,,NEWARK,19702,DE,US,Podiatry,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,38,38,38,73.99,157,43.20210526,44.19263158
1871577288,EDMONDSON,GUY,M,M.D.,M,I,310 MULLET RUN,,MILFORD,199635371,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,700,343,700,110.65,157,72.20622857,71.81411429
1184849739,AHMED,SAFI,U,MD,M,I,1100 FORREST AVE,,DOVER,199043309,DE,US,Clinical Cardiatric Electrophysiology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,37,31,37,73.02675676,215.6486487,46.3845946,47.17378378
1518983147,MARELLI,DANIEL,,M.D.,M,I,540 S GOVERNORS AVENUE,,DOVER,19904,DE,US,Cardiac Surgery,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,122,103,122,52.63,239.6311475,40.62090164,39.77803279
1417943994,SAAD,THEODORE,F,M.D.,M,I,1092 OLD CHURCHMANS RD,,NEWARK,197132102,DE,US,Nephrology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,93,64,93,110.65,125,76.41602151,76.46290323
1942297890,RODRIGUEZ,FRANCISCO,,M.D.,M,I,806 SEABURY AVE,,MILFORD,199632223,DE,US,General Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,19,19,19,166.5405263,307,115.4689474,115.8968421
1174565816,KHAN,NASREEN,,D.O.,F,I,1113 S STATE ST,,DOVER,199014112,DE,US,Obstetrics & Gynecology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,15,15,15,109.3,225,85.69,85.33
1295760882,RUBACKY,JOSEPH,F,D.O.,M,I,1342 S GOVERNORS AVE,,DOVER,199044804,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,403,306,403,75.14,96,50.08538462,49.75461539
1689613689,ANDRISANI,DAMIAN,M,MD,M,I,1941 LIMESTONE ROAD,SUITE 101,WILMINGTON,19808,DE,US,Orthopedic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,779,457,779,108.44,543.6983312,75.53826701,77.83274711
1205821881,ZARAGOZA,MICHAEL,R,MD,M,I,200 BANNING ST,SUITE 250,DOVER,19904,DE,US,Urology,Y,F,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,26,26,26,9.49,40,7.44,7.3
